True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
DeMarcus Cousins,346,27,8.5,8.2,5.4,12.9,25.2,1.6,8,0,5337000.0,18063850.0,0
DeMarre Carroll,347,21,1.8,0.7,0.8,2.2,4.5,0.0,3,10,885120.0,1085400.0,0
DeMarre Carroll,347,22,2.3,1.5,0.9,2.8,6.0,0.4,4,8,2500000.0,885120.0,0
DeMarre Carroll,347,23,4.1,1.9,1.8,5.5,11.1,0.3,5,8,2500000.0,2500000.0,0
DeMarre Carroll,347,24,4.5,2.6,1.7,5.3,12.6,0.2,6,8,13600000.0,2500000.0,1
DeMarre Carroll,347,25,4.0,1.9,1.0,4.7,11.0,0.2,7,8,14200000.0,13600000.0,1
DeMarre Carroll,347,26,3.1,1.6,1.0,3.8,8.9,0.4,8,8,14800000.0,14200000.0,1
DeMarre Carroll,347,27,4.5,3.4,2.0,6.6,13.5,0.4,9,2,15400000.0,14800000.0,1
DeMarre Carroll,347,28,3.4,3.6,1.3,5.2,11.1,0.1,10,2,512721.0,15400000.0,0
DeMarre Carroll,347,29,1.0,1.8,1.0,2.3,3.6,0.2,11,9,6119676.0,512721.0,0
DeSagana Diop,348,14,0.5,0.1,0.4,1.8,1.0,0.7,4,0,1850000.0,6119676.0,0
DeSagana Diop,348,15,0.9,0.9,0.3,4.6,2.3,1.8,5,0,1998000.0,1850000.0,0
DeSagana Diop,348,16,0.9,1.1,0.4,5.4,2.3,1.4,6,0,2146000.0,1998000.0,0
DeShawn Stevenson,349,11,2.1,0.8,1.7,2.0,4.9,0.4,2,12,952320.0,890280.0,0
DeShawn Stevenson,349,12,1.9,1.1,0.7,1.4,4.6,0.1,3,12,1616087.0,952320.0,0
DeShawn Stevenson,349,13,4.7,2.6,2.0,3.7,11.4,0.2,4,15,2500000.0,1616087.0,0
DeShawn Stevenson,349,14,3.2,1.8,1.3,1.9,7.8,0.2,5,12,2750000.0,2500000.0,0
DeShawn Stevenson,349,15,4.4,3.0,2.0,2.9,11.0,0.2,6,12,932015.0,2750000.0,0
DeShawn Stevenson,349,16,4.2,2.6,2.7,2.6,11.2,0.2,7,12,1033930.0,932015.0,0
DeShawn Stevenson,349,17,3.7,2.4,3.1,2.9,11.2,0.2,8,12,3616072.0,1033930.0,0
DeShawn Stevenson,349,18,2.3,1.9,3.1,2.4,6.6,0.1,9,12,3886928.0,3616072.0,0
DeShawn Stevenson,349,19,0.7,0.5,0.9,1.4,2.1,0.1,10,12,4151786.0,3886928.0,0
DeShawn Stevenson,349,20,1.8,0.6,1.1,1.5,5.3,0.1,11,12,2500000.0,4151786.0,0
DeShawn Stevenson,349,21,1.0,0.3,0.8,2.0,2.9,0.1,12,8,2240450.0,2500000.0,0
Deandre Ayton,350,29,8.2,2.3,1.9,11.5,18.2,1.5,2,0,10018200.0,9562920.0,1
Dee Brown,351,1,4.8,2.5,5.3,2.5,11.7,0.2,2,5,865000.0,705000.0,0
Dee Brown,351,2,4.1,3.0,5.8,3.1,10.9,0.4,3,5,1025000.0,865000.0,0
Dee Brown,351,3,6.4,2.8,4.5,3.9,15.5,0.6,4,12,2500000.0,1025000.0,0
Dee Brown,351,4,5.5,3.5,3.8,3.2,15.6,0.6,5,12,3000000.0,2500000.0,0
Dee Brown,351,5,3.8,2.4,2.2,2.1,10.7,0.2,6,5,3250000.0,3000000.0,0
Dee Brown,351,6,2.9,1.0,3.2,2.3,7.6,0.3,7,5,3500000.0,3250000.0,0
Dee Brown,351,7,3.4,1.0,2.1,2.1,9.1,0.3,8,12,3750000.0,3500000.0,0
Dee Brown,351,8,3.8,1.1,2.9,2.1,11.2,0.2,9,5,4000000.0,3750000.0,0
Dee Brown,351,9,2.4,0.4,2.3,1.4,6.9,0.1,10,5,1000000.0,4000000.0,0
Dejounte Murray,352,27,3.3,1.8,2.9,5.7,8.1,0.4,2,5,1544951.0,1312611.0,0
Dejounte Murray,352,29,4.5,1.7,4.1,5.8,10.9,0.3,3,5,14286000.0,1544951.0,1
Delaney Rudd,353,0,1.5,0.9,2.6,0.8,4.0,0.0,2,5,240000.0,14286000.0,0
Dell Curry,354,0,4.4,1.5,2.2,2.6,10.6,0.3,5,12,1006000.0,240000.0,0
Dell Curry,354,1,6.5,2.0,2.3,3.4,15.7,0.3,6,12,750000.0,1006000.0,0
Dell Curry,354,2,6.2,2.0,2.3,3.6,15.3,0.3,7,12,1040000.0,750000.0,0
Dell Curry,354,3,6.5,1.6,2.7,3.2,16.3,0.3,8,12,1340000.0,1040000.0,0
Dell Curry,354,4,5.0,1.6,1.6,2.4,13.6,0.3,9,12,1570000.0,1340000.0,0
Dell Curry,354,5,5.4,2.1,2.1,3.2,14.5,0.3,10,12,1830000.0,1570000.0,0
Dell Curry,354,6,5.6,2.1,1.7,3.1,14.8,0.2,11,12,3660000.0,1830000.0,0
Dell Curry,354,7,3.7,1.0,1.3,1.9,9.4,0.1,12,12,1000000.0,3660000.0,0
Dell Curry,354,8,3.9,0.8,1.1,2.0,10.1,0.1,13,12,2100000.0,1000000.0,0
Dell Curry,354,9,2.9,0.5,1.3,1.5,7.6,0.1,14,12,2000000.0,2100000.0,0
Dell Curry,354,10,2.3,0.7,1.1,1.2,6.0,0.1,15,12,2100000.0,2000000.0,0
Delon Wright,355,26,1.8,2.0,2.1,1.8,5.6,0.4,2,5,1645200.0,1577280.0,0
Delon Wright,355,27,2.9,1.7,2.9,2.9,8.0,0.5,3,5,2536898.0,1645200.0,0
Delon Wright,355,28,3.2,2.0,3.3,3.5,8.7,0.4,4,5,9473684.0,2536898.0,1
Delon Wright,355,29,2.6,1.4,3.3,3.8,6.9,0.3,5,5,9000000.0,9473684.0,1
Delonte West,356,15,4.7,1.4,4.6,4.1,11.8,0.6,2,5,1080480.0,1010040.0,0
Delonte West,356,16,4.4,2.9,4.4,3.0,12.2,0.5,3,12,1889760.0,1080480.0,0
Delonte West,356,17,3.2,1.5,3.8,3.2,8.3,0.5,4,5,3850000.0,1889760.0,0
Delonte West,356,18,4.5,1.7,3.5,3.2,11.7,0.2,5,12,4254250.0,3850000.0,0
Delonte West,356,19,3.2,2.4,3.3,2.8,8.8,0.5,6,12,1069509.0,4254250.0,0
Delonte West,356,20,2.3,0.6,2.7,1.5,5.6,0.4,7,5,1146337.0,1069509.0,0
Delonte West,356,21,3.8,1.6,3.2,2.3,9.6,0.3,8,5,1223166.0,1146337.0,0
Demetrius Jackson,357,27,0.5,0.1,0.6,0.8,1.1,0.1,2,5,170107.0,319266.0,0
Dennis Hopson,358,0,1.7,1.4,1.1,1.8,4.3,0.2,4,8,950000.0,170107.0,0
Dennis Rodman,359,0,3.4,2.1,1.0,12.5,8.2,0.7,5,8,1075000.0,950000.0,0
Dennis Rodman,359,1,4.2,1.7,2.3,18.7,9.8,0.9,6,2,2350000.0,1075000.0,0
Dennis Rodman,359,2,3.0,2.6,1.6,18.3,7.5,0.7,7,2,2450000.0,2350000.0,0
Dennis Rodman,359,3,2.0,1.3,2.3,17.3,4.7,0.4,8,2,2500000.0,2450000.0,0
Dennis Rodman,359,4,2.8,2.3,2.0,16.8,7.1,0.5,9,2,2500000.0,2500000.0,0
Dennis Rodman,359,5,2.3,1.7,2.5,14.9,5.5,0.4,10,2,9000000.0,2500000.0,1
Dennis Rodman,359,6,2.3,1.6,3.1,16.1,5.7,0.3,11,2,4500000.0,9000000.0,0
Dennis Rodman,359,7,1.9,1.4,2.9,15.0,4.7,0.2,12,2,1000000.0,4500000.0,0
Dennis Scott,360,1,7.4,3.9,1.9,3.7,19.9,0.5,2,8,2400000.0,1980000.0,0
Dennis Scott,360,2,6.1,2.2,2.5,3.4,15.9,0.3,3,8,2820000.0,2400000.0,0
Dennis Scott,360,3,4.7,1.9,2.6,2.7,12.8,0.4,4,8,3240000.0,2820000.0,0
Dennis Scott,360,4,4.6,1.8,2.1,2.4,12.9,0.2,5,8,3150000.0,3240000.0,0
Dennis Scott,360,5,6.0,2.7,3.0,3.8,17.5,0.4,6,8,3000000.0,3150000.0,0
Dennis Scott,360,6,4.5,1.5,2.1,3.1,12.5,0.3,7,8,2920000.0,3000000.0,0
Dennis Scott,360,7,4.1,1.6,1.9,3.0,11.0,0.5,8,8,1725000.0,2920000.0,0
Dennis Scott,360,8,2.4,0.9,1.1,1.6,6.5,0.1,9,8,1100000.0,1725000.0,0
Dennis Scott,360,9,1.9,0.9,1.0,1.6,5.6,0.1,10,8,1200000.0,1100000.0,0
Denzel Valentine,361,27,3.9,0.7,3.2,5.1,10.2,0.1,2,12,2280600.0,2186400.0,0
Denzel Valentine,361,29,2.7,0.2,1.2,2.1,6.8,0.2,3,8,4642800.0,2280600.0,0
DerMarr Johnson,362,11,3.0,1.5,1.1,3.4,8.4,0.8,2,8,2423280.0,2265240.0,0
DerMarr Johnson,362,13,1.7,1.5,0.5,1.9,5.4,0.3,3,8,745046.0,2423280.0,0
DerMarr Johnson,362,14,2.6,1.4,1.1,2.1,7.1,0.3,4,12,835810.0,745046.0,0
DerMarr Johnson,362,15,2.3,0.7,0.9,1.7,6.1,0.4,5,12,865063.0,835810.0,0
DerMarr Johnson,362,16,1.3,0.5,0.4,1.5,3.5,0.3,6,8,42203.0,865063.0,0
Derek Anderson,363,8,3.3,4.3,3.8,2.9,10.8,0.1,2,12,1439400.0,1273000.0,0
Derek Anderson,363,9,5.9,4.8,3.4,4.0,16.9,0.2,3,12,2250000.0,1439400.0,0
Derek Anderson,363,10,5.0,4.9,3.7,4.4,15.5,0.2,4,12,6495000.0,2250000.0,0
Derek Anderson,363,11,3.5,3.0,3.1,2.7,10.8,0.1,5,12,7144500.0,6495000.0,1
Derek Anderson,363,12,4.7,3.5,4.3,3.5,13.9,0.2,6,5,7794000.0,7144500.0,1
Derek Anderson,363,13,4.5,3.7,4.5,3.6,13.6,0.1,7,12,8443500.0,7794000.0,1
Derek Anderson,363,14,3.2,1.9,3.0,2.7,9.2,0.1,8,12,10763000.0,8443500.0,1
Derek Anderson,363,15,2.5,2.6,2.3,3.3,8.1,0.1,9,12,11043897.0,10763000.0,1
Derek Anderson,363,16,2.5,2.1,2.7,2.3,8.0,0.1,10,8,1219590.0,11043897.0,0
Derek Fisher,364,7,2.0,1.9,4.1,2.4,5.8,0.1,2,5,795000.0,703200.0,0
Derek Fisher,364,8,2.0,1.6,3.9,1.8,5.9,0.0,3,5,3000000.0,795000.0,0
Derek Fisher,364,9,2.1,1.9,2.8,1.8,6.3,0.0,4,5,3380000.0,3000000.0,0
Derek Fisher,364,10,3.9,3.1,4.4,3.0,11.5,0.1,5,5,3000000.0,3380000.0,0
Derek Fisher,364,11,3.9,1.6,2.6,2.1,11.2,0.1,6,5,3000000.0,3000000.0,0
Derek Fisher,364,12,4.1,1.5,3.6,2.9,10.5,0.2,7,5,3000000.0,3000000.0,0
Derek Fisher,364,13,2.5,1.9,2.3,1.9,7.1,0.0,8,12,4903000.0,3000000.0,0
Derek Fisher,364,14,4.0,2.7,4.1,2.9,11.9,0.1,9,5,5393300.0,4903000.0,0
Derek Fisher,364,15,4.4,3.6,4.3,2.6,13.3,0.1,10,5,5883600.0,5393300.0,0
Derek Fisher,364,16,3.1,3.7,3.3,1.8,10.1,0.1,11,12,10723900.0,5883600.0,1
Derek Fisher,364,17,4.1,2.3,2.9,2.1,11.7,0.0,12,5,4700000.0,10723900.0,0
Derek Fisher,364,18,3.6,1.6,3.2,2.3,9.9,0.1,13,5,5048000.0,4700000.0,0
Derek Fisher,364,19,2.6,1.6,2.5,2.1,7.5,0.1,14,5,3700000.0,5048000.0,0
Derek Fisher,364,20,2.5,1.3,2.7,1.9,6.8,0.1,15,5,3400000.0,3700000.0,0
Derek Fisher,364,21,2.0,1.1,2.7,1.9,5.6,0.1,16,5,1519214.0,3400000.0,0
Derek Fisher,364,22,1.7,1.2,1.4,1.1,5.3,0.1,17,14,1399507.0,1519214.0,0
Derek Harper,365,0,7.4,5.1,7.1,3.0,19.7,0.2,8,5,1725000.0,1399507.0,0
Derek Harper,365,1,6.9,4.0,5.7,2.6,17.7,0.3,9,5,2069000.0,1725000.0,0
Derek Harper,365,2,6.3,5.1,5.4,2.0,18.2,0.3,10,12,1927000.0,2069000.0,0
Derek Harper,365,3,3.7,2.0,4.1,1.7,9.6,0.1,11,5,2382700.0,1927000.0,0
Derek Harper,365,4,4.2,2.4,5.7,2.4,11.5,0.1,12,5,2837000.0,2382700.0,0
Derek Harper,365,5,5.3,2.5,4.3,2.5,14.0,0.1,13,5,1300000.0,2837000.0,0
Derek Harper,365,6,4.0,1.7,4.3,1.8,10.0,0.2,14,5,1560000.0,1300000.0,0
Derek Harper,365,7,3.4,1.2,3.5,1.6,8.6,0.2,15,12,1000000.0,1560000.0,0
Derek Harper,365,8,2.7,0.7,4.2,1.5,6.9,0.1,16,5,1100000.0,1000000.0,0
Derek Strong,366,2,1.8,3.7,0.6,5.0,6.8,0.0,2,2,420000.0,1100000.0,0
Derek Strong,366,3,2.1,3.1,0.7,4.2,6.6,0.2,3,2,500000.0,420000.0,0
Derek Strong,366,4,2.1,2.5,0.6,5.4,6.3,0.2,4,2,1000000.0,500000.0,0
Derek Strong,366,5,1.1,1.3,0.5,2.8,3.4,0.2,5,2,247500.0,1000000.0,0
Derek Strong,366,6,3.2,2.7,0.9,6.3,8.5,0.2,6,2,326700.0,247500.0,0
Derek Strong,366,7,4.5,4.8,0.9,7.4,12.7,0.4,7,2,3000000.0,326700.0,0
Derek Strong,366,8,1.7,2.3,0.4,3.7,5.1,0.2,8,2,3159000.0,3000000.0,0
Derek Strong,366,9,1.1,0.7,0.2,2.2,2.7,0.1,9,2,3520000.0,3159000.0,0
Derek Strong,366,10,1.6,1.3,0.3,3.9,4.2,0.0,10,2,3861000.0,3520000.0,0
Deron Williams,367,16,6.2,3.7,9.3,3.3,16.2,0.2,2,5,4010640.0,3749040.0,0
Deron Williams,367,17,6.9,5.0,10.5,3.0,18.8,0.3,3,5,5069449.0,4010640.0,0
Deron Williams,367,18,6.8,5.6,10.7,2.9,19.4,0.3,4,5,12323900.0,5069449.0,1
Deron Williams,367,19,6.5,5.5,10.5,4.0,18.7,0.2,5,5,14940152.0,12323900.0,1
Deron Williams,367,20,6.6,6.3,10.3,4.0,20.1,0.2,6,5,16359805.0,14940152.0,1
Deron Williams,367,21,7.1,5.5,8.7,3.3,21.0,0.4,7,5,17177795.0,16359805.0,2
Deron Williams,367,22,6.3,4.7,7.7,3.0,18.9,0.4,8,5,18466130.0,17177795.0,2
Deron Williams,367,23,5.0,3.4,6.1,2.6,14.3,0.2,9,5,19754465.0,18466130.0,2
Deron Williams,367,24,4.4,3.5,6.6,3.5,13.0,0.3,10,5,10853761.0,19754465.0,1
Deron Williams,367,25,4.9,3.2,5.8,2.9,14.1,0.2,11,5,14885520.0,10853761.0,1
Deron Williams,367,26,4.1,1.7,5.6,2.3,11.0,0.1,12,5,5474787.0,14885520.0,0
Derrick Brown,368,20,1.5,1.2,0.7,2.0,3.8,0.2,2,8,854389.0,762195.0,0
Derrick Coleman,369,1,7.4,6.0,3.2,9.5,19.8,1.5,2,2,2870000.0,2300000.0,0
Derrick Coleman,369,2,7.4,6.9,3.6,11.2,20.7,1.7,3,2,3440000.0,2870000.0,0
Derrick Coleman,369,3,7.0,7.4,3.4,11.3,20.2,1.8,4,2,4212000.0,3440000.0,0
Derrick Coleman,369,4,6.6,8.8,3.3,10.6,20.5,1.7,5,2,5476000.0,4212000.0,0
Derrick Coleman,369,5,4.4,2.9,2.8,6.5,11.2,0.9,6,2,6739000.0,5476000.0,1
Derrick Coleman,369,6,6.4,6.4,3.4,10.1,18.1,1.3,7,2,8002800.0,6739000.0,1
Derrick Coleman,369,7,6.0,6.6,2.5,9.9,17.6,1.2,8,2,12267000.0,8002800.0,1
Derrick Coleman,369,8,4.5,5.1,2.1,8.9,13.1,1.1,9,2,7370000.0,12267000.0,1
Derrick Coleman,369,9,6.0,5.1,2.4,8.5,16.7,1.8,10,2,8030000.0,7370000.0,1
Derrick Coleman,369,10,2.9,2.7,1.1,5.4,8.1,0.6,11,2,8710000.0,8030000.0,1
Derrick Coleman,369,11,5.7,3.9,1.7,8.8,15.1,0.9,12,2,9380000.0,8710000.0,1
Derrick Coleman,369,12,3.5,2.7,1.4,7.0,9.4,1.1,13,0,4000000.0,9380000.0,0
Derrick Coleman,369,13,3.1,1.9,1.4,5.6,8.0,0.8,14,0,4500000.0,4000000.0,0
Derrick Coleman,369,14,0.6,0.6,0.0,3.0,1.8,0.0,15,0,2000000.0,4500000.0,0
Derrick Dial,370,10,1.1,0.6,0.6,1.2,2.6,0.2,2,12,540850.0,423500.0,0
Derrick Favors,371,22,3.6,3.4,1.0,7.1,9.4,1.7,3,2,6008106.0,540850.0,0
Derrick Favors,371,23,5.3,3.9,1.2,8.7,13.3,1.5,4,2,12950000.0,6008106.0,1
Derrick Favors,371,24,6.5,4.5,1.5,8.2,16.0,1.7,5,2,12000000.0,12950000.0,1
Derrick Favors,371,25,6.7,4.1,1.5,8.1,16.4,1.5,6,2,11050000.0,12000000.0,1
Derrick Favors,371,26,4.1,2.2,1.1,6.1,9.5,0.8,7,2,12000000.0,11050000.0,1
Derrick Favors,371,27,5.1,2.8,1.3,7.2,12.3,1.1,8,0,16900000.0,12000000.0,2
Derrick Favors,371,28,4.8,3.0,1.2,7.4,11.8,1.4,9,0,17650000.0,16900000.0,2
Derrick Favors,371,29,4.1,1.4,1.6,9.8,9.0,0.9,10,0,9258000.0,17650000.0,1
Derrick McKey,372,0,6.0,3.8,2.3,5.8,15.3,0.8,4,8,1112000.0,9258000.0,0
Derrick McKey,372,1,5.5,4.3,2.3,5.2,14.9,0.9,5,8,1162000.0,1112000.0,0
Derrick McKey,372,2,5.0,3.9,2.6,4.2,13.4,0.8,6,8,1262000.0,1162000.0,0
Derrick McKey,372,3,4.7,3.3,4.3,5.3,12.0,0.6,7,8,2600000.0,1262000.0,0
Derrick McKey,372,4,5.1,3.7,3.4,4.9,13.3,0.6,8,8,2800000.0,2600000.0,0
Derrick McKey,372,5,4.6,2.9,3.5,4.8,11.7,0.6,9,8,3000000.0,2800000.0,0
Derrick McKey,372,6,3.0,2.5,2.7,4.8,8.0,0.6,10,8,3600000.0,3000000.0,0
Derrick McKey,372,7,2.6,1.4,1.5,3.7,6.3,0.5,11,8,4200000.0,3600000.0,0
Derrick McKey,372,8,1.8,1.3,1.0,3.2,4.6,0.3,12,8,4800000.0,4200000.0,0
Derrick McKey,372,9,1.3,1.8,1.1,4.2,4.3,0.4,13,8,5400000.0,4800000.0,0
Derrick McKey,372,10,0.9,0.4,1.1,2.7,2.2,0.2,14,8,6000000.0,5400000.0,0
Derrick Rose,373,19,8.6,4.3,6.0,3.8,20.8,0.3,2,5,5546160.0,5184480.0,0
Derrick Rose,373,20,8.8,6.9,7.7,4.1,25.0,0.6,3,5,6993708.0,5546160.0,1
Derrick Rose,373,21,7.7,6.1,7.9,3.4,21.8,0.7,4,5,16402500.0,6993708.0,1
Derrick Rose,373,23,5.8,3.2,4.3,3.2,15.9,0.1,5,5,18862876.0,16402500.0,2
Derrick Rose,373,24,6.6,3.7,4.9,3.2,17.7,0.3,6,5,20093064.0,18862876.0,2
Derrick Rose,373,25,6.8,2.7,4.7,3.4,16.4,0.2,7,5,21323252.0,20093064.0,2
Derrick Rose,373,26,7.2,4.0,4.4,3.8,18.0,0.3,8,5,2533488.0,21323252.0,0
Derrick Rose,373,27,3.2,1.8,1.5,1.4,8.4,0.2,9,5,2176260.0,2533488.0,0
Derrick Rose,373,28,7.1,3.1,4.3,2.7,18.0,0.2,10,5,7317074.0,2176260.0,1
Derrick Rose,373,29,7.4,2.8,5.6,2.4,18.1,0.3,11,5,7682926.0,7317074.0,1
Derrick White,374,28,3.9,1.8,3.9,3.7,9.9,0.7,2,5,1948080.0,1667160.0,0
Derrick White,374,29,3.7,3.1,3.5,3.3,11.3,0.9,3,12,3516284.0,1948080.0,0
Derrick Williams,375,22,4.3,3.5,0.6,5.5,12.0,0.5,2,2,5293080.0,4947840.0,0
Derrick Williams,375,23,2.6,3.3,0.7,4.1,8.0,0.3,3,10,6679866.0,5293080.0,1
Derrick Williams,375,24,2.9,2.6,0.7,2.7,8.3,0.1,4,2,4400000.0,6679866.0,0
Derrick Williams,375,25,3.2,3.2,0.9,3.7,9.3,0.1,5,8,5020145.0,4400000.0,0
Derrick Williams,375,26,2.2,1.8,0.6,2.6,6.1,0.1,6,2,104059.0,5020145.0,0
Desmond Mason,376,11,4.8,3.2,1.4,4.7,12.4,0.4,2,8,1235880.0,1155240.0,0
Desmond Mason,376,12,5.7,3.5,2.0,6.5,14.3,0.4,3,8,1898312.0,1235880.0,0
Desmond Mason,376,13,5.0,5.6,1.9,4.4,14.4,0.3,4,8,6529630.0,1898312.0,0
Desmond Mason,376,14,6.0,6.6,2.7,3.9,17.2,0.3,5,8,7333333.0,6529630.0,1
Desmond Mason,376,15,3.9,4.3,0.9,4.3,10.8,0.2,6,8,8037037.0,7333333.0,1
Desmond Mason,376,18,3.2,2.2,1.2,4.0,7.5,0.8,9,12,76850.0,8037037.0,0
Detlef Schrempf,377,0,5.3,6.6,3.7,8.0,16.1,0.3,6,2,1278000.0,76850.0,0
Detlef Schrempf,377,1,6.2,5.5,3.9,9.6,17.3,0.5,7,2,1393000.0,1278000.0,0
Detlef Schrempf,377,2,6.3,8.0,6.0,9.5,19.1,0.3,8,2,1308000.0,1393000.0,0
Detlef Schrempf,377,3,5.5,4.8,3.4,5.6,15.0,0.1,9,8,5000000.0,1308000.0,0
Detlef Schrempf,377,4,6.4,6.4,3.8,6.2,19.2,0.4,10,8,5000000.0,5000000.0,0
Detlef Schrempf,377,5,5.7,5.9,4.4,5.2,17.1,0.1,11,8,3333000.0,5000000.0,0
Detlef Schrempf,377,6,5.8,5.2,4.4,6.5,16.8,0.3,12,8,3333333.0,3333000.0,0
Detlef Schrempf,377,7,5.6,4.5,4.4,7.1,15.8,0.2,13,8,3333000.0,3333333.0,0
Detlef Schrempf,377,8,5.2,4.9,3.7,7.4,15.0,0.5,14,8,2000000.0,3333000.0,0
Detlef Schrempf,377,9,2.4,2.8,2.6,4.3,7.5,0.2,15,8,2200000.0,2000000.0,0
Devean George,378,10,1.1,0.9,0.3,1.9,3.1,0.3,2,8,834250.0,862560.0,0
Devean George,378,11,2.6,1.5,1.4,3.7,7.1,0.5,3,8,4546000.0,834250.0,0
Devean George,378,12,2.5,1.5,1.3,4.0,6.9,0.5,4,8,4546000.0,4546000.0,0
Devean George,378,13,2.8,1.2,1.4,4.0,7.4,0.5,5,8,4546000.0,4546000.0,0
Devean George,378,14,2.5,1.3,0.9,3.5,7.3,0.1,6,8,5000600.0,4546000.0,0
Devean George,378,15,2.4,1.2,1.0,3.9,6.3,0.5,7,8,1974259.0,5000600.0,0
Devean George,378,16,2.4,0.8,0.6,3.6,6.4,0.4,8,8,2369111.0,1974259.0,0
Devean George,378,17,1.4,0.6,0.7,2.6,3.7,0.2,9,8,1600000.0,2369111.0,0
Devean George,378,18,1.3,0.5,0.3,1.8,3.4,0.3,10,8,1600000.0,1600000.0,0
Devin Booker,379,26,7.8,5.7,3.4,3.2,22.1,0.3,2,12,2319360.0,2223600.0,0
Devin Booker,379,27,8.4,6.1,4.7,4.5,24.9,0.3,3,12,3314365.0,2319360.0,0
Devin Booker,379,28,9.2,7.1,6.8,4.1,26.6,0.2,4,12,27285000.0,3314365.0,2
Devin Booker,379,29,9.0,7.3,6.5,4.2,26.6,0.3,5,12,29467800.0,27285000.0,2
Devin Brown,380,13,1.5,1.3,0.6,2.2,4.0,0.1,2,12,695046.0,563679.0,0
Devin Brown,380,14,2.6,1.9,1.4,2.6,7.4,0.2,3,12,2500000.0,695046.0,0
Devin Brown,380,15,2.6,2.6,1.3,2.6,7.5,0.2,4,12,1064518.0,2500000.0,0
Devin Brown,380,16,4.0,2.7,2.6,4.3,11.6,0.2,5,12,1200000.0,1064518.0,0
Devin Brown,380,17,2.8,1.8,2.2,3.4,7.5,0.1,6,12,998398.0,1200000.0,0
Devin Brown,380,18,1.8,1.6,0.9,1.9,5.2,0.1,7,12,1100000.0,998398.0,0
Devin Ebanks,381,21,1.5,1.5,0.5,2.3,4.0,0.3,2,12,1040000.0,762195.0,0
Devin Harris,382,15,3.4,4.2,3.2,2.2,9.9,0.3,2,5,3153120.0,2947440.0,0
Devin Harris,382,16,3.7,3.3,3.7,2.5,10.2,0.3,3,5,3995003.0,3153120.0,0
Devin Harris,382,17,5.0,4.7,5.8,2.7,14.8,0.2,4,5,7800000.0,3995003.0,1
Devin Harris,382,18,6.6,8.8,6.9,3.3,21.3,0.2,5,5,8400000.0,7800000.0,1
Devin Harris,382,19,5.6,6.0,6.6,3.2,16.9,0.3,6,5,8981000.0,8400000.0,1
Devin Harris,382,20,4.8,5.7,7.1,2.4,15.2,0.1,7,5,9319000.0,8981000.0,1
Devin Harris,382,21,3.8,3.3,5.0,1.8,11.3,0.2,8,5,8500000.0,9319000.0,1
Devin Harris,382,22,3.3,2.7,3.4,2.0,9.9,0.2,9,12,1272279.0,8500000.0,0
Devin Harris,382,23,2.4,2.9,4.5,2.1,7.9,0.1,10,5,3878896.0,1272279.0,0
Devin Harris,382,24,2.9,2.1,3.1,1.8,8.8,0.2,11,5,4053446.0,3878896.0,0
Devin Harris,382,25,2.6,2.2,1.8,2.2,7.6,0.2,12,5,4227996.0,4053446.0,0
Devin Harris,382,26,2.1,2.0,2.1,2.0,6.7,0.1,13,5,4402546.0,4227996.0,0
Devin Harris,382,27,2.6,2.4,2.1,1.8,8.4,0.2,14,5,2393887.0,4402546.0,0
Dewayne Dedmon,383,24,1.5,1.1,0.2,5.0,3.7,0.8,2,0,947276.0,845059.0,0
Dewayne Dedmon,383,27,4.0,1.4,1.5,7.9,10.0,0.8,5,0,6300000.0,947276.0,0
Dewayne Dedmon,383,28,4.0,1.8,1.4,7.5,10.8,1.1,6,0,13333334.0,6300000.0,1
Dewayne Dedmon,383,29,2.3,0.8,0.5,5.7,5.8,0.9,7,0,2866667.0,13333334.0,0
Dickey Simpkins,384,5,1.3,1.6,0.6,2.6,3.6,0.1,2,2,1040000.0,719266.0,0
Dickey Simpkins,384,6,0.6,0.8,0.6,1.9,1.9,0.1,3,2,1235000.0,1040000.0,0
Dickey Simpkins,384,8,3.0,4.8,1.3,6.8,9.1,0.3,5,0,1500000.0,1235000.0,0
Dikembe Mutombo,385,3,4.5,5.4,1.5,11.8,12.0,4.1,3,0,3100000.0,89101.0,0
Dikembe Mutombo,385,5,3.8,4.8,1.5,11.8,11.0,4.5,5,0,8013000.0,3100000.0,1
Dillon Brooks,386,28,2.7,1.7,0.9,1.7,7.5,0.2,2,8,1618520.0,1378242.0,0
Dillon Brooks,386,29,6.0,2.8,2.1,3.3,16.2,0.4,3,12,11400000.0,1618520.0,1
Dino Radja,387,4,6.8,4.7,1.7,8.7,17.2,1.3,2,2,2640000.0,2145000.0,0
Dino Radja,387,6,6.0,2.8,1.9,8.4,14.0,1.9,4,0,2500000.0,2640000.0,0
Dion Glover,388,10,2.5,1.2,1.2,2.3,5.9,0.2,2,12,1027440.0,975000.0,0
Dion Glover,388,11,3.5,1.9,1.5,3.1,8.9,0.3,3,12,1584312.0,1027440.0,0
Dion Glover,388,12,3.6,2.1,1.9,3.7,9.7,0.2,4,12,1000000.0,1584312.0,0
Dion Glover,388,14,1.1,1.4,0.6,1.6,3.6,0.4,6,12,163085.0,1000000.0,0
Dion Waiters,389,23,6.1,3.4,3.0,2.8,15.9,0.2,2,12,4062000.0,3894240.0,0
Dion Waiters,389,24,4.7,2.2,2.0,2.4,11.8,0.3,3,12,5138430.0,4062000.0,0
