True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
Dion Waiters,389,25,3.6,2.0,2.0,2.6,9.8,0.2,4,12,2898000.0,5138430.0,0
Dion Waiters,389,26,6.1,2.8,4.3,3.3,15.8,0.4,5,12,12100000.0,2898000.0,1
Dion Waiters,389,27,5.4,2.3,3.8,2.6,14.3,0.3,6,12,12705000.0,12100000.0,1
Dion Waiters,389,28,4.5,1.0,2.8,2.6,12.0,0.2,7,12,375385.0,12705000.0,0
Dion Waiters,389,29,4.1,1.7,2.0,2.4,11.1,0.6,8,12,12650000.0,375385.0,1
Dirk Nowitzki,390,9,6.3,4.2,2.5,6.5,17.5,0.8,2,2,1700000.0,1583040.0,0
Dirk Nowitzki,390,10,7.2,6.6,2.1,9.2,21.8,1.2,3,2,2157595.0,1700000.0,0
Dirk Nowitzki,390,11,7.9,6.8,2.4,9.9,23.4,1.0,4,0,10067750.0,2157595.0,1
Dirk Nowitzki,390,12,8.6,6.9,3.0,9.9,25.1,1.0,5,2,11326219.0,10067750.0,1
Dirk Nowitzki,390,13,7.9,5.5,2.7,8.7,21.8,1.4,6,0,12584688.0,11326219.0,1
Dirk Nowitzki,390,14,8.5,9.1,3.1,9.7,26.1,1.5,7,2,13843156.0,12584688.0,1
Dirk Nowitzki,390,15,9.3,7.4,2.8,9.0,26.6,1.0,8,2,15101625.0,13843156.0,1
Dirk Nowitzki,390,16,8.6,7.1,3.4,8.9,24.6,0.8,9,2,16360094.0,15101625.0,1
Dirk Nowitzki,390,17,8.2,7.1,3.5,8.6,23.6,0.9,10,2,18077904.0,16360094.0,2
Dirk Nowitzki,390,18,9.6,6.7,2.4,8.4,25.9,0.8,11,2,19795714.0,18077904.0,2
Dirk Nowitzki,390,19,8.9,7.2,2.7,7.7,25.0,1.0,12,2,17278618.0,19795714.0,2
Dirk Nowitzki,390,20,8.4,6.1,2.6,7.0,23.0,0.6,13,2,19092873.0,17278618.0,2
Dirk Nowitzki,390,21,7.6,5.7,2.2,6.7,21.6,0.5,14,2,20907128.0,19092873.0,2
Dirk Nowitzki,390,22,6.5,3.6,2.5,6.8,17.3,0.7,15,2,22721381.0,20907128.0,2
Dirk Nowitzki,390,23,7.9,4.7,2.7,6.2,21.7,0.6,16,2,7974482.0,22721381.0,1
Dirk Nowitzki,390,24,6.3,3.8,1.9,5.9,17.3,0.4,17,2,8333333.0,7974482.0,1
Dirk Nowitzki,390,25,6.6,3.7,1.8,6.5,18.3,0.7,18,2,25000000.0,8333333.0,2
Dirk Nowitzki,390,26,5.5,2.1,1.5,6.5,14.2,0.7,19,2,5000000.0,25000000.0,0
Dirk Nowitzki,390,27,4.5,1.4,1.6,5.7,12.0,0.6,20,0,5000000.0,5000000.0,0
Doc Rivers,391,0,5.6,3.3,4.3,3.2,15.2,0.6,8,5,1195000.0,5000000.0,0
Doc Rivers,391,1,3.8,3.3,3.9,2.5,10.9,0.3,9,5,895000.0,1195000.0,0
Doc Rivers,391,2,2.8,2.1,5.3,2.5,7.8,0.1,10,5,1110000.0,895000.0,0
Doc Rivers,391,3,2.9,1.2,5.3,2.1,7.5,0.3,11,5,1514750.0,1110000.0,0
Doc Rivers,391,4,1.7,1.3,2.6,1.7,5.1,0.3,12,5,2287000.0,1514750.0,0
Domantas Sabonis,392,27,4.6,3.0,2.0,7.7,11.6,0.4,2,0,2659800.0,2550000.0,0
Domantas Sabonis,392,28,5.6,3.9,2.9,9.3,14.1,0.4,3,0,3529554.0,2659800.0,0
Domantas Sabonis,392,29,7.4,4.8,5.0,12.4,18.5,0.5,4,2,18500000.0,3529554.0,2
Dominic McGuire,393,18,1.8,1.3,2.5,5.4,4.5,0.9,2,8,825497.0,711517.0,0
Dominic McGuire,393,20,1.4,0.8,0.8,3.8,3.3,0.6,4,8,915852.0,825497.0,0
Dominic McGuire,393,21,1.5,0.8,1.7,3.8,3.5,0.6,5,2,1195578.0,915852.0,0
Dominique Jones,394,21,0.9,1.1,1.3,1.3,2.7,0.2,2,12,1276560.0,1193280.0,0
Dominique Wilkins,395,0,9.5,7.1,3.3,9.0,25.9,0.8,9,8,3100000.0,1276560.0,0
Dominique Wilkins,395,1,10.1,8.4,3.8,7.0,28.1,0.6,10,8,3500000.0,3100000.0,0
Dominique Wilkins,395,2,10.4,8.8,3.2,6.8,29.9,0.4,11,8,3500000.0,3500000.0,0
Dominique Wilkins,395,3,9.4,7.1,2.3,6.5,26.0,0.4,12,8,2820000.0,3500000.0,0
Dominique Wilkins,395,8,1.9,1.6,0.6,2.6,5.0,0.0,15,8,250000.0,2820000.0,0
Don MacLean,396,3,6.9,5.3,2.1,6.2,18.2,0.3,2,8,740000.0,601000.0,0
Don MacLean,396,4,4.1,3.5,1.3,4.2,11.0,0.1,3,2,925000.0,740000.0,0
Don MacLean,396,5,4.2,3.5,1.6,3.7,11.2,0.1,4,8,1780000.0,925000.0,0
Don MacLean,396,6,4.4,2.6,1.0,3.8,10.9,0.3,5,8,2120000.0,1780000.0,0
Don MacLean,396,8,3.7,4.7,0.9,3.8,10.9,0.3,7,2,2800000.0,2120000.0,0
Don MacLean,396,9,1.1,0.4,0.5,1.4,2.6,0.1,8,2,3200000.0,2800000.0,0
Don MacLean,396,10,1.3,1.5,0.5,2.3,3.9,0.1,9,8,965850.0,3200000.0,0
Don Reid,397,6,1.1,0.7,0.3,2.1,2.8,0.3,2,2,1000000.0,965850.0,0
Donald Hodge,398,4,1.5,0.9,0.8,2.3,3.9,0.3,4,0,1200000.0,1000000.0,0
Donald Royal,399,2,2.5,5.1,1.0,3.8,9.2,0.3,3,8,890000.0,1200000.0,0
Donald Royal,399,3,2.4,3.6,0.8,3.4,7.4,0.2,4,8,1000000.0,890000.0,0
Donald Royal,399,4,2.9,4.3,2.8,4.0,9.1,0.2,5,8,1500000.0,1000000.0,0
Donald Royal,399,5,1.7,2.6,0.7,2.4,5.3,0.2,6,8,1700000.0,1500000.0,0
Donald Sloan,400,22,1.2,1.1,1.7,1.2,3.5,0.0,2,14,884293.0,300395.0,0
Donald Sloan,400,23,0.9,0.4,1.0,0.9,2.3,0.0,3,12,948163.0,884293.0,0
Donald Sloan,400,24,2.7,1.5,3.6,2.7,7.4,0.0,4,5,1015421.0,948163.0,0
Donnell Harvey,401,12,3.2,2.3,1.3,5.3,7.9,0.4,3,8,663679.0,664209.0,0
Donny Marshall,402,6,0.9,1.0,0.4,1.3,3.1,0.1,2,8,540000.0,450000.0,0
Donovan Mitchell,403,28,8.6,5.1,4.2,4.1,23.8,0.4,2,12,3635760.0,3111480.0,0
Donovan Mitchell,403,29,8.7,4.7,4.3,4.4,24.0,0.2,3,12,5195501.0,3635760.0,0
Donte DiVincenzo,404,29,3.5,1.3,2.3,4.8,9.2,0.3,2,12,3044160.0,2905800.0,0
Dontonio Wingfield,405,5,1.4,0.8,0.6,2.4,3.8,0.1,2,8,500000.0,225000.0,0
Dontonio Wingfield,405,6,1.7,0.9,1.0,2.9,4.5,0.1,3,8,600000.0,500000.0,0
Donyell Marshall,406,5,2.0,1.3,0.8,3.4,5.5,0.5,2,8,3360000.0,2730000.0,0
Donyell Marshall,406,6,2.9,1.6,0.9,4.5,7.3,0.8,3,8,3990000.0,3360000.0,0
Donyell Marshall,406,7,6.2,3.0,2.2,8.6,15.4,1.0,4,8,4370000.0,3990000.0,0
Donyell Marshall,406,8,4.3,2.5,1.4,7.1,11.0,0.8,5,8,5250000.0,4370000.0,0
Donyell Marshall,406,9,5.2,4.0,2.6,10.0,14.2,1.1,6,2,5710000.0,5250000.0,0
Donyell Marshall,406,10,5.3,3.4,1.6,7.0,13.6,1.0,7,8,6510000.0,5710000.0,0
Donyell Marshall,406,11,5.9,3.9,1.7,7.6,14.8,1.2,8,8,5186542.0,6510000.0,0
Donyell Marshall,406,12,5.4,2.8,1.8,9.0,13.4,1.1,9,2,4605196.0,5186542.0,0
Donyell Marshall,406,13,5.7,2.2,1.5,9.9,14.7,1.5,10,2,5023850.0,4605196.0,0
Donyell Marshall,406,14,4.0,1.4,1.2,6.6,11.5,0.7,11,2,4799108.0,5023850.0,0
Donyell Marshall,406,15,3.3,1.5,0.7,6.1,9.3,0.5,12,2,5633037.0,4799108.0,0
Donyell Marshall,406,16,2.6,1.0,0.6,4.0,7.0,0.5,13,2,6016965.0,5633037.0,0
Donyell Marshall,406,17,1.2,0.8,0.4,2.9,3.8,0.6,14,2,7213169.0,6016965.0,1
Dorell Wright,407,15,1.0,0.9,0.4,1.6,2.9,0.1,2,8,1325160.0,1238640.0,0
Dorell Wright,407,16,2.5,1.3,1.4,4.1,6.0,0.7,3,8,2040746.0,1325160.0,0
Dorell Wright,407,17,3.3,1.6,1.4,5.0,7.9,0.9,4,8,2612835.0,2040746.0,0
Dorell Wright,407,19,2.7,1.0,1.3,3.3,7.1,0.4,6,8,3500000.0,2612835.0,0
Dorell Wright,407,20,5.9,2.8,3.0,5.3,16.4,0.8,7,8,3823000.0,3500000.0,0
Dorell Wright,407,21,3.6,1.6,1.5,4.6,10.3,0.4,8,8,4106000.0,3823000.0,0
Dorell Wright,407,22,3.0,1.8,1.9,3.8,9.2,0.4,9,8,3000000.0,4106000.0,0
Dorell Wright,407,23,1.6,1.0,0.9,2.8,5.0,0.2,10,8,3145000.0,3000000.0,0
Dorell Wright,407,24,1.5,0.9,0.9,2.3,4.6,0.2,11,8,17637.0,3145000.0,0
Dorian Finney-Smith,408,27,2.2,0.7,1.2,3.6,5.9,0.2,2,2,1544951.0,1312611.0,0
Dorian Finney-Smith,408,28,2.8,1.3,1.2,4.8,7.5,0.4,3,8,4000000.0,1544951.0,0
Dorian Finney-Smith,408,29,3.4,1.5,1.6,5.7,9.5,0.5,4,2,4000000.0,4000000.0,0
Doug Christie,409,3,3.8,3.2,2.1,3.6,10.3,0.4,2,12,1244000.0,1445000.0,0
Doug Christie,409,4,0.4,0.4,0.7,1.1,1.3,0.1,3,12,1466000.0,1244000.0,0
Doug Christie,409,5,2.7,1.7,2.1,2.8,7.5,0.3,4,8,1355000.0,1466000.0,0
Doug Christie,409,6,4.9,3.8,3.9,5.3,14.5,0.6,5,12,2012767.0,1355000.0,0
Doug Christie,409,7,5.9,4.2,3.6,5.2,16.5,0.7,6,12,2353000.0,2012767.0,0
Doug Christie,409,8,5.0,4.9,3.7,4.1,15.2,0.5,7,12,2742600.0,2353000.0,0
Doug Christie,409,9,4.3,3.0,4.4,3.9,12.4,0.6,8,12,3164280.0,2742600.0,0
Doug Christie,409,10,3.8,3.9,3.6,4.4,12.3,0.6,9,12,5200000.0,3164280.0,0
Doug Christie,409,11,4.2,3.0,4.2,4.6,12.0,0.3,10,12,6250000.0,5200000.0,0
Doug Christie,409,12,3.3,2.2,4.7,4.3,9.4,0.5,11,12,6900000.0,6250000.0,1
Doug Christie,409,13,3.9,2.1,4.2,4.0,10.1,0.5,12,12,7550000.0,6900000.0,1
Doug Christie,409,14,2.5,1.5,3.8,3.4,6.6,0.3,13,12,9775000.0,7550000.0,1
Doug Christie,409,15,1.3,1.7,2.0,1.9,3.7,0.1,14,12,158071.0,9775000.0,0
Doug Edwards,410,4,0.6,0.8,0.3,1.3,1.8,0.1,2,2,1040000.0,845000.0,0
Doug Edwards,410,5,1.0,1.2,1.3,2.8,3.0,0.6,3,2,247500.0,1040000.0,0
Doug McDermott,411,25,3.6,1.0,0.7,2.4,9.4,0.1,2,8,2483040.0,2380440.0,0
Doug McDermott,411,26,3.4,1.3,0.9,2.7,9.0,0.1,3,8,3294994.0,2483040.0,0
Doug McDermott,411,27,2.9,1.0,1.0,2.5,7.8,0.2,4,8,7333334.0,3294994.0,1
Doug McDermott,411,28,2.7,1.0,0.9,1.4,7.3,0.1,5,8,7333333.0,7333334.0,1
Doug McDermott,411,29,3.9,0.8,1.1,2.5,10.3,0.1,6,2,7333333.0,7333333.0,1
Doug Overton,412,3,1.4,0.9,1.5,1.1,3.6,0.0,2,5,550000.0,500000.0,0
Doug Overton,412,4,2.5,1.5,3.0,1.7,7.0,0.0,3,5,600000.0,550000.0,0
Doug Overton,412,5,1.2,1.0,1.9,1.1,3.3,0.1,4,5,247500.0,600000.0,0
Doug Overton,412,6,1.3,0.8,1.7,1.1,3.6,0.0,5,5,326700.0,247500.0,0
Doug Overton,412,7,1.0,0.7,1.6,0.6,2.7,0.0,6,5,600000.0,326700.0,0
Doug Overton,412,8,1.5,0.8,1.0,0.9,3.8,0.0,7,5,592000.0,600000.0,0
Doug Overton,412,9,1.3,0.4,1.1,0.7,3.2,0.0,8,5,550000.0,592000.0,0
Doug Smith,413,2,4.7,1.2,1.7,5.4,10.4,0.9,2,2,1650000.0,1845000.0,0
Doug Smith,413,3,3.7,1.6,1.5,4.4,8.8,0.5,3,2,1950000.0,1650000.0,0
Doug Smith,413,4,2.1,1.2,0.7,2.3,5.1,0.4,4,2,450000.0,1950000.0,0
Doug West,414,0,1.6,1.1,0.6,1.8,3.9,0.3,2,12,310000.0,450000.0,0
Doug West,414,1,5.8,2.9,3.5,3.2,14.0,0.3,3,12,1275000.0,310000.0,0
Doug West,414,2,8.1,3.7,2.9,3.1,19.3,0.3,4,12,1275000.0,1275000.0,0
Doug West,414,3,6.0,3.2,2.4,3.2,14.7,0.3,5,12,1275000.0,1275000.0,0
Doug West,414,4,4.9,3.5,2.6,3.2,12.9,0.3,6,12,1900000.0,1275000.0,0
Doug West,414,5,2.4,2.0,1.6,2.2,6.4,0.2,7,12,2155000.0,1900000.0,0
Doug West,414,6,3.3,1.4,1.7,2.2,7.8,0.4,8,12,2535000.0,2155000.0,0
Doug West,414,7,1.7,1.1,1.2,2.2,4.1,0.1,9,12,2915000.0,2535000.0,0
Doug West,414,8,2.2,1.8,1.4,1.8,5.8,0.5,10,12,3295000.0,2915000.0,0
Doug West,414,9,1.6,1.1,1.1,1.9,4.0,0.2,11,12,3697440.0,3295000.0,0
Dragan Bender,415,27,2.3,0.6,1.6,4.4,6.5,0.6,2,2,4661280.0,4468800.0,0
Dragan Bender,415,28,1.9,1.2,1.2,4.0,5.0,0.5,3,2,189700.0,4661280.0,0
Draymond Green,416,23,2.3,1.5,1.9,5.0,6.2,0.9,2,8,915243.0,875500.0,0
Draymond Green,416,24,4.3,2.5,3.7,8.2,11.7,1.3,3,2,14260870.0,915243.0,1
Draymond Green,416,25,5.0,4.1,7.4,9.5,14.0,1.4,4,2,15330435.0,14260870.0,1
Draymond Green,416,26,3.6,2.8,7.0,7.9,10.2,1.4,5,2,16400000.0,15330435.0,1
Draymond Green,416,27,4.0,2.5,7.3,7.6,11.0,1.3,6,2,17469565.0,16400000.0,2
Draymond Green,416,28,2.8,1.4,6.9,7.3,7.4,1.1,7,2,18539130.0,17469565.0,2
Draymond Green,416,29,2.9,1.9,6.2,6.2,8.0,0.8,8,2,22246956.0,18539130.0,2
Drew Barry,417,8,0.6,0.8,1.7,1.2,2.2,0.1,2,12,62765.0,350000.0,0
Drew Eubanks,418,29,2.0,1.2,0.7,3.9,4.9,0.8,2,0,1620564.0,62765.0,0
Drew Gooden,419,13,4.7,3.3,1.1,6.5,11.6,0.9,2,2,3214080.0,3004560.0,0
Drew Gooden,419,14,5.7,3.8,1.6,9.2,14.4,0.9,3,2,4065811.0,3214080.0,0
Drew Gooden,419,15,4.2,3.3,0.7,8.4,10.7,0.6,4,2,6645402.0,4065811.0,1
Drew Gooden,419,16,4.6,2.5,1.1,8.5,11.1,0.4,5,2,6453416.0,6645402.0,0
Drew Gooden,419,17,4.8,3.1,1.2,8.6,12.0,0.8,6,2,7151183.0,6453416.0,1
Drew Gooden,419,18,4.6,3.1,0.9,7.1,11.9,0.4,7,2,4500000.0,7151183.0,0
Drew Gooden,419,19,4.1,3.1,0.7,7.7,10.9,0.8,8,1,5760000.0,4500000.0,0
Drew Gooden,419,20,4.5,2.9,1.3,6.8,11.3,0.5,9,2,6226200.0,5760000.0,0
Drew Gooden,419,21,5.1,3.7,2.6,6.5,13.7,0.6,10,0,6680000.0,6226200.0,1
Drew Gooden,419,22,1.3,1.0,0.4,1.9,3.3,0.4,11,0,7091619.0,6680000.0,1
Drew Gooden,419,23,3.5,1.2,0.7,5.2,8.3,0.3,12,0,8128490.0,7091619.0,1
Drew Gooden,419,24,2.2,0.9,1.0,4.4,5.4,0.2,13,2,3300000.0,8128490.0,0
Duane Causwell,420,1,3.1,2.8,0.7,7.3,8.0,2.7,2,0,950000.0,3300000.0,0
Duane Causwell,420,2,3.2,3.0,0.6,5.5,8.2,1.6,3,0,1260000.0,950000.0,0
Duane Causwell,420,4,1.3,1.7,0.3,3.0,3.6,1.4,5,0,1830000.0,1260000.0,0
Duane Causwell,420,5,1.2,1.3,0.3,3.4,3.4,1.1,6,0,2215000.0,1830000.0,0
Duane Causwell,420,6,1.0,0.8,0.4,2.8,2.6,0.8,7,0,1211705.0,2215000.0,0
Duane Ferrell,421,0,2.2,2.0,0.7,2.3,6.1,0.3,3,8,500000.0,150000.0,0
Duane Ferrell,421,1,5.0,3.3,1.4,3.2,12.7,0.3,4,8,825000.0,500000.0,0
Duane Ferrell,421,2,4.0,2.8,1.6,2.3,10.2,0.2,5,8,1025000.0,825000.0,0
Duane Ferrell,421,3,2.6,2.6,0.9,1.8,7.1,0.2,6,8,650000.0,1025000.0,0
Duane Ferrell,421,4,1.5,1.5,0.6,1.6,4.1,0.1,7,8,845000.0,650000.0,0
Duane Ferrell,421,5,1.5,1.1,0.6,1.7,3.7,0.1,8,8,1040000.0,845000.0,0
Duane Ferrell,421,6,2.6,1.5,1.1,2.3,6.4,0.1,9,8,1235000.0,1040000.0,0
Duane Ferrell,421,7,0.8,0.4,0.5,0.9,1.9,0.1,10,8,1430000.0,1235000.0,0
Duncan Robinson,422,29,4.4,1.0,1.4,3.2,13.5,0.3,2,12,1663861.0,1416852.0,0
Dwayne Bacon,423,28,2.8,1.1,1.1,2.1,7.3,0.1,2,12,1618520.0,1378242.0,0
Dwayne Bacon,423,29,2.2,1.4,1.3,2.6,5.7,0.1,3,12,1678854.0,1618520.0,0
Dwayne Jones,424,17,0.4,1.0,0.2,2.5,1.4,0.4,3,2,46812.0,1678854.0,0
Dwayne Schintzius,425,1,1.5,0.4,0.6,3.6,3.3,0.8,2,0,140000.0,650000.0,0
Dwight Howard,426,15,5.7,7.3,1.5,12.5,15.8,1.4,2,2,4806720.0,4493160.0,0
Dwight Howard,426,16,6.4,8.1,1.9,12.3,17.6,1.9,3,0,6061274.0,4806720.0,0
Dwight Howard,426,17,7.1,10.9,1.3,14.2,20.7,2.1,4,0,13758000.0,6061274.0,1
Dwight Howard,426,18,7.1,10.7,1.4,13.8,20.6,2.9,5,0,15202590.0,13758000.0,1
Dwight Howard,426,19,6.2,10.0,1.8,13.2,18.3,2.8,6,0,16647180.0,15202590.0,1
Dwight Howard,426,20,7.9,11.7,1.4,14.1,22.9,2.4,7,0,18091770.0,16647180.0,2
Dwight Howard,426,21,7.7,10.6,1.9,14.5,20.6,2.1,8,0,19261200.0,18091770.0,2
Dwight Howard,426,22,6.2,9.5,1.4,12.4,17.1,2.4,9,0,20513178.0,19261200.0,2
Dwight Howard,426,23,6.7,9.0,1.8,12.2,18.3,1.8,10,0,21436271.0,20513178.0,2
Dwight Howard,426,24,6.1,6.6,1.2,10.5,15.8,1.3,11,0,22359364.0,21436271.0,2
Dwight Howard,426,25,5.2,6.7,1.4,11.8,13.7,1.6,12,0,23500000.0,22359364.0,2
Dwight Howard,426,26,5.2,5.7,1.4,12.7,13.5,1.2,13,0,23500000.0,23500000.0,2
Dwight Howard,426,27,6.2,7.2,1.3,12.5,16.6,1.6,14,0,24256725.0,23500000.0,2
Dwight Howard,426,29,2.9,3.1,0.7,7.3,7.5,1.1,16,0,2564753.0,24256725.0,0
Dwight Powell,427,25,2.1,2.1,0.6,4.0,5.8,0.3,2,2,8375000.0,845059.0,1
Dwight Powell,427,26,2.5,1.8,0.6,4.0,6.7,0.5,3,0,9003125.0,8375000.0,1
Dwight Powell,427,27,3.2,2.3,1.2,5.6,8.5,0.4,4,0,9631250.0,9003125.0,1
Dwight Powell,427,28,3.8,3.3,1.5,5.3,10.6,0.6,5,0,10259375.0,9631250.0,1
Dwight Powell,427,29,3.7,2.8,1.5,5.7,9.4,0.6,6,0,11080125.0,10259375.0,1
Dwyane Wade,428,14,8.2,9.9,6.8,5.2,24.1,1.1,2,12,3031920.0,2834160.0,0
Dwyane Wade,428,15,9.3,10.7,6.7,5.7,27.2,0.8,3,12,3841443.0,3031920.0,0
Dwyane Wade,428,16,9.3,10.5,7.5,4.7,27.4,1.2,4,12,13041250.0,3841443.0,1
Dwyane Wade,428,17,8.6,9.2,6.9,4.2,24.6,0.7,5,12,14410581.0,13041250.0,1
Dwyane Wade,428,18,10.8,9.8,7.5,5.0,30.2,1.3,6,12,15779912.0,14410581.0,1
Dwyane Wade,428,19,9.3,9.1,6.5,4.8,26.6,1.1,7,12,14200000.0,15779912.0,1
Dwyane Wade,428,20,9.1,8.6,4.6,6.4,25.5,1.1,8,12,15691000.0,14200000.0,1
Dwyane Wade,428,21,8.5,6.1,4.6,4.8,22.1,1.3,9,12,17024000.0,15691000.0,2
Dwyane Wade,428,22,8.2,6.2,5.1,5.0,21.2,0.8,10,12,18536000.0,17024000.0,2
Dwyane Wade,428,23,7.7,4.8,4.7,4.5,19.0,0.5,11,12,15000000.0,18536000.0,1
Dwyane Wade,428,24,8.2,6.0,4.8,3.5,21.5,0.3,12,12,20000000.0,15000000.0,2
Dwyane Wade,428,25,7.3,5.5,4.6,4.1,19.0,0.6,13,12,23200000.0,20000000.0,2
Dwyane Wade,428,26,6.9,4.7,3.8,4.5,18.3,0.7,14,12,17878652.0,23200000.0,2
Dwyane Wade,428,27,4.5,2.8,3.4,3.8,11.4,0.7,15,12,2393887.0,17878652.0,0
E'Twaun Moore,429,22,3.2,0.8,2.7,2.2,7.8,0.3,2,12,884293.0,762195.0,0
E'Twaun Moore,429,23,2.5,0.9,1.4,1.7,6.3,0.2,3,12,948163.0,884293.0,0
E'Twaun Moore,429,24,1.1,0.4,0.6,0.8,2.7,0.1,4,12,1015421.0,948163.0,0
E'Twaun Moore,429,25,3.2,0.6,1.7,2.3,7.5,0.3,5,12,8801363.0,1015421.0,1
E'Twaun Moore,429,26,3.9,1.0,2.2,2.1,9.6,0.4,6,12,8445024.0,8801363.0,1
E'Twaun Moore,429,27,5.2,0.8,2.3,2.9,12.5,0.1,7,12,8808685.0,8445024.0,1
E'Twaun Moore,429,28,4.8,1.1,1.9,2.4,11.9,0.2,8,12,8664928.0,8808685.0,1
E'Twaun Moore,429,29,3.3,0.8,1.4,2.3,8.3,0.2,9,12,2331593.0,8664928.0,0
Earl Barron,430,16,0.9,0.6,0.2,1.5,2.3,0.1,2,0,973328.0,2331593.0,0
Earl Boykins,431,9,2.2,0.9,1.8,1.0,5.3,0.0,2,5,498500.0,88324.0,0
Earl Boykins,431,10,2.5,1.7,3.2,1.1,6.5,0.0,3,5,650000.0,498500.0,0
Earl Boykins,431,11,1.6,0.9,2.1,0.8,4.1,0.0,4,5,1243605.0,650000.0,0
Earl Boykins,431,12,2.9,2.9,3.3,1.3,8.8,0.1,5,5,2500000.0,1243605.0,0
Earl Boykins,431,13,3.9,2.0,3.6,1.7,10.2,0.0,6,12,2500000.0,2500000.0,0
Earl Boykins,431,14,4.1,3.7,4.5,1.7,12.4,0.1,7,5,2750000.0,2500000.0,0
Earl Boykins,431,15,4.5,2.9,3.8,1.4,12.6,0.1,8,5,2950000.0,2750000.0,0
Earl Boykins,431,16,4.9,3.7,4.4,2.1,14.6,0.0,9,5,533572.0,2950000.0,0
Earl Boykins,431,19,2.6,1.3,2.6,1.1,6.6,0.0,11,5,1352181.0,533572.0,0
Earl Clark,432,20,1.6,1.1,0.2,2.4,3.9,0.4,2,8,1160000.0,1898760.0,0
Earl Clark,432,22,2.9,1.3,1.1,5.5,7.3,0.7,4,2,4361518.0,1160000.0,0
Earl Clark,432,23,1.8,0.6,0.3,2.6,4.8,0.5,5,2,125104.0,4361518.0,0
Earl Watson,433,12,2.2,1.1,2.8,2.1,5.5,0.2,2,5,1336500.0,1215000.0,0
Earl Watson,433,13,2.1,1.7,5.0,2.2,5.7,0.2,3,5,1458000.0,1336500.0,0
Earl Watson,433,14,3.0,1.7,4.5,2.1,7.7,0.2,4,5,5000000.0,1458000.0,0
Earl Watson,433,15,3.1,1.6,4.1,2.3,8.9,0.1,5,5,5400000.0,5000000.0,0
Earl Watson,433,16,3.4,1.9,5.7,2.4,9.4,0.3,6,5,5800000.0,5400000.0,0
Earl Watson,433,17,4.3,1.9,6.8,2.9,10.7,0.1,7,5,6200000.0,5800000.0,0
Earl Watson,433,18,2.6,1.6,5.8,2.7,6.6,0.2,8,5,9400000.0,6200000.0,1
Earl Watson,433,19,2.8,2.1,5.1,3.0,7.8,0.2,9,5,1229255.0,9400000.0,0
Earl Watson,433,20,1.6,1.0,3.5,2.3,4.3,0.2,10,5,2000000.0,1229255.0,0
Earl Watson,433,21,1.1,0.9,4.3,2.4,3.0,0.4,11,5,2000000.0,2000000.0,0
Earl Watson,433,22,0.8,0.5,4.0,1.8,2.0,0.2,12,5,1399507.0,2000000.0,0
Ed Davis,434,21,2.6,1.6,0.9,6.6,6.3,1.0,2,2,2207040.0,1399507.0,0
Ed Davis,434,27,2.2,1.4,0.5,7.4,5.3,0.7,8,0,4449000.0,2207040.0,0
Ed Davis,434,28,2.3,2.0,0.8,8.6,5.8,0.4,9,0,4767000.0,4449000.0,0
Ed Gray,435,8,1.8,1.2,0.4,0.9,4.9,0.0,2,12,941040.0,832440.0,0
Ed Nealy,436,0,0.8,0.7,0.7,2.7,2.2,0.1,8,2,650000.0,941040.0,0
Ed Nealy,436,1,1.2,0.5,0.7,2.1,3.1,0.0,9,2,800000.0,650000.0,0
Ed O'Bannon,437,6,1.5,0.5,0.6,2.3,3.7,0.2,2,8,1472640.0,1303000.0,0
Ed Pinckney,438,0,1.9,1.7,0.6,4.9,5.2,0.6,6,2,900000.0,1472640.0,0
Ed Pinckney,438,1,2.5,3.1,0.8,7.0,7.6,0.7,7,2,1150000.0,900000.0,0
Ed Pinckney,438,5,2.3,2.4,1.0,6.2,6.5,0.4,11,2,300000.0,1150000.0,0
Eddie Gill,439,13,0.7,0.9,0.7,0.8,2.3,0.0,3,5,720046.0,300000.0,0
Eddie Gill,439,14,1.1,1.1,1.1,1.5,3.7,0.1,4,5,819551.0,720046.0,0
Eddie Gill,439,17,0.9,0.6,1.6,1.6,2.7,0.1,6,5,387613.0,819551.0,0
Eddie Griffin,440,12,3.5,1.2,1.1,6.0,8.6,1.4,2,2,2312760.0,2161920.0,0
Eddie Griffin,440,14,2.9,1.1,0.8,6.5,7.5,1.7,3,2,2500000.0,2312760.0,0
Eddie Griffin,440,15,1.9,1.1,0.6,5.6,4.6,2.1,4,0,2700000.0,2500000.0,0
Eddie Griffin,440,16,0.5,0.4,0.3,1.9,1.4,0.5,5,2,2900000.0,2700000.0,0
Eddie House,441,11,3.3,0.8,1.9,1.7,8.0,0.1,2,5,637435.0,465850.0,0
Eddie House,441,12,3.1,0.7,1.6,1.8,7.5,0.0,3,12,750000.0,637435.0,0
Eddie House,441,13,2.7,0.8,2.5,2.3,6.8,0.1,4,12,1388327.0,750000.0,0
Eddie House,441,14,2.4,0.4,1.4,1.2,5.8,0.1,5,7,835810.0,1388327.0,0
Eddie House,441,15,4.0,0.5,1.8,1.6,9.8,0.1,6,5,1400000.0,835810.0,0
Eddie House,441,16,3.2,0.6,1.2,1.6,8.4,0.1,7,12,1500000.0,1400000.0,0
Eddie House,441,17,2.8,0.5,1.9,2.1,7.5,0.1,8,5,2650000.0,1500000.0,0
